name,rank,matches,wins,losses,draws,year,win_perc,loss_perc,draw_perc,era
Snitsky,40,76,52,24,0,2007,68.42,31.58,0.0,Ruthless Agression
Mark Henry,41,75,41,33,1,2007,54.67,44.0,1.33,Ruthless Agression
Johnny Nitro,42,73,22,50,1,2007,30.14,68.49,1.37,Ruthless Agression
Santino Marella,43,73,37,35,1,2007,50.68,47.95,1.37,Ruthless Agression
Chris Benoit,44,72,55,16,1,2007,76.39,22.22,1.39,Ruthless Agression
The Miz,45,71,30,38,3,2007,42.25,53.52,4.23,Ruthless Agression
Dave Taylor,46,69,8,60,1,2007,11.59,86.96,1.45,Ruthless Agression
Rob Van Dam,47,66,39,25,2,2007,59.09,37.88,3.03,Ruthless Agression
Jim Duggan,48,65,32,33,0,2007,49.23,50.77,0.0,Ruthless Agression
Michelle McCool,49,65,52,11,2,2007,80.0,16.92,3.08,Ruthless Agression
JTG,50,60,44,16,0,2007,73.33,26.67,0.0,Ruthless Agression
John Morrison,51,60,29,30,1,2007,48.33,50.0,1.67,Ruthless Agression
Matt Striker,52,60,19,41,0,2007,31.67,68.33,0.0,Ruthless Agression
Hardcore Holly,53,59,32,27,0,2007,54.24,45.76,0.0,Ruthless Agression
Ric Flair,54,59,38,18,3,2007,64.41,30.51,5.08,Ruthless Agression
Candice Michelle,55,58,44,14,0,2007,75.86,24.14,0.0,Ruthless Agression
Marcus Cor Von,56,58,22,36,0,2007,37.93,62.07,0.0,Ruthless Agression
Eugene,57,57,17,39,1,2007,29.82,68.42,1.75,Ruthless Agression
Big Daddy V,58,54,31,22,1,2007,57.41,40.74,1.85,Ruthless Agression
Shad,59,54,39,15,0,2007,72.22,27.78,0.0,Ruthless Agression
Rey Mysterio,60,53,44,7,2,2007,83.02,13.21,3.77,Ruthless Agression
Triple H,61,51,43,7,1,2007,84.31,13.73,1.96,Ruthless Agression
Booker T,62,50,19,29,2,2007,38.0,58.0,4.0,Ruthless Agression
Shawn Michaels,63,50,34,13,3,2007,68.0,26.0,6.0,Ruthless Agression
Funaki,64,49,9,40,0,2007,18.37,81.63,0.0,Ruthless Agression
Jamie Noble,65,49,16,33,0,2007,32.65,67.35,0.0,Ruthless Agression
Daivari,66,47,9,37,1,2007,19.15,78.72,2.13,Ruthless Agression
Beth Phoenix,67,44,24,19,1,2007,54.55,43.18,2.27,Ruthless Agression
Festus,68,43,34,9,0,2007,79.07,20.93,0.0,Ruthless Agression
The Sandman,69,42,21,21,0,2007,50.0,50.0,0.0,Ruthless Agression
CM Punk,1,173,115,55,3,2008,66.47,31.79,1.73,PG Era
Kane,2,161,88,71,2,2008,54.66,44.1,1.24,PG Era
John Morrison,3,152,89,59,4,2008,58.55,38.82,2.63,PG Era
Shelton Benjamin,4,150,65,84,1,2008,43.33,56.0,0.67,PG Era
The Miz,5,144,84,56,4,2008,58.33,38.89,2.78,PG Era
Cody Rhodes,6,142,94,47,1,2008,66.2,33.1,0.7,PG Era
Finlay,7,141,99,38,4,2008,70.21,26.95,2.84,PG Era
Kofi Kingston,8,141,99,42,0,2008,70.21,29.79,0.0,PG Era
Matt Hardy,9,141,106,32,3,2008,75.18,22.7,2.13,PG Era
Batista,10,140,85,46,9,2008,60.71,32.86,6.43,PG Era
Mark Henry,11,140,52,86,2,2008,37.14,61.43,1.43,PG Era
Montel Vontavious Porter,12,140,21,116,3,2008,15.0,82.86,2.14,PG Era
Triple H,13,139,118,17,4,2008,84.89,12.23,2.88,PG Era
Chris Jericho,14,135,65,67,3,2008,48.15,49.63,2.22,PG Era
Jeff Hardy,15,134,87,43,4,2008,64.93,32.09,2.99,PG Era
Chavo Guerrero,16,128,32,96,0,2008,25.0,75.0,0.0,PG Era
Beth Phoenix,17,126,70,56,0,2008,55.56,44.44,0.0,PG Era
The Brian Kendrick,18,116,55,61,0,2008,47.41,52.59,0.0,PG Era
Carlito,19,114,57,57,0,2008,50.0,50.0,0.0,PG Era
Mickie James,20,114,71,42,1,2008,62.28,36.84,0.88,PG Era
Santino Marella,21,113,42,70,1,2008,37.17,61.95,0.88,PG Era
Edge,22,111,36,71,4,2008,32.43,63.96,3.6,PG Era
The Big Show,23,107,58,45,4,2008,54.21,42.06,3.74,PG Era
Jamie Noble,24,104,48,55,1,2008,46.15,52.88,0.96,PG Era
John Bradshaw Layfield,25,104,28,75,1,2008,26.92,72.12,0.96,PG Era
Snitsky,26,103,41,62,0,2008,39.81,60.19,0.0,PG Era
The Undertaker,27,102,88,8,6,2008,86.27,7.84,5.88,PG Era
The Great Khali,28,97,50,43,4,2008,51.55,44.33,4.12,PG Era
Michelle McCool,29,95,70,24,1,2008,73.68,25.26,1.05,PG Era
Charlie Haas,30,92,22,69,1,2008,23.91,75.0,1.09,PG Era
John Cena,31,84,65,17,2,2008,77.38,20.24,2.38,PG Era
Randy Orton,32,84,32,49,3,2008,38.1,58.33,3.57,PG Era
Tommy Dreamer,33,84,29,54,1,2008,34.52,64.29,1.19,PG Era
Vladimir Kozlov,34,84,46,35,3,2008,54.76,41.67,3.57,PG Era
Lance Cade,35,80,27,53,0,2008,33.75,66.25,0.0,PG Era
Shawn Michaels,36,79,63,14,2,2008,79.75,17.72,2.53,PG Era
William Regal,37,79,32,46,1,2008,40.51,58.23,1.27,PG Era
Zack Ryder,38,74,19,53,2,2008,25.68,71.62,2.7,PG Era
Umaga,39,72,16,55,1,2008,22.22,76.39,1.39,PG Era
Curt Hawkins,40,71,18,51,2,2008,25.35,71.83,2.82,PG Era
Jimmy Wang Yang,41,71,15,55,1,2008,21.13,77.46,1.41,PG Era
Hardcore Holly,42,70,52,18,0,2008,74.29,25.71,0.0,PG Era
Rey Mysterio,43,69,53,16,0,2008,76.81,23.19,0.0,PG Era
Trevor Murdoch,44,67,7,60,0,2008,10.45,89.55,0.0,PG Era
Festus,45,66,27,37,2,2008,40.91,56.06,3.03,PG Era
JTG,46,66,27,38,1,2008,40.91,57.58,1.52,PG Era
Kelly Kelly,47,66,49,17,0,2008,74.24,25.76,0.0,PG Era
Shad,48,66,28,37,1,2008,42.42,56.06,1.52,PG Era
Maria,49,65,43,21,1,2008,66.15,32.31,1.54,PG Era
Victoria,50,65,15,49,1,2008,23.08,75.38,1.54,PG Era
Maryse,51,64,16,48,0,2008,25.0,75.0,0.0,PG Era
Natalya,52,64,21,42,1,2008,32.81,65.62,1.56,PG Era
Super Crazy,53,64,27,37,0,2008,42.19,57.81,0.0,PG Era
Ted DiBiase,54,60,41,19,0,2008,68.33,31.67,0.0,PG Era
Jesse,55,59,25,33,1,2008,42.37,55.93,1.69,PG Era
Mike Knox,56,57,21,36,0,2008,36.84,63.16,0.0,PG Era
R-Truth,57,56,25,31,0,2008,44.64,55.36,0.0,PG Era
Mr. Kennedy,58,55,26,29,0,2008,47.27,52.73,0.0,PG Era
Shannon Moore,59,55,10,44,1,2008,18.18,80.0,1.82,PG Era
Paul Burchill,60,54,26,28,0,2008,48.15,51.85,0.0,PG Era
D-Lo Brown,61,50,18,32,0,2008,36.0,64.0,0.0,PG Era
DH Smith,62,45,14,31,0,2008,31.11,68.89,0.0,PG Era
Jim Duggan,63,45,25,20,0,2008,55.56,44.44,0.0,PG Era
Katie Lea,64,45,10,35,0,2008,22.22,77.78,0.0,PG Era
CM Punk,1,191,99,91,1,2009,51.83,47.64,0.52,PG Era
Kofi Kingston,2,183,111,70,2,2009,60.66,38.25,1.09,PG Era
Randy Orton,3,179,40,128,11,2009,22.35,71.51,6.15,PG Era
John Cena,4,173,150,18,5,2009,86.71,10.4,2.89,PG Era
Montel Vontavious Porter,5,170,68,100,2,2009,40.0,58.82,1.18,PG Era
The Big Show,6,170,68,97,5,2009,40.0,57.06,2.94,PG Era
Chris Jericho,7,167,52,110,5,2009,31.14,65.87,2.99,PG Era
Jack Swagger,8,163,85,75,3,2009,52.15,46.01,1.84,PG Era
The Miz,9,163,94,69,0,2009,57.67,42.33,0.0,PG Era
John Morrison,10,159,108,50,1,2009,67.92,31.45,0.63,PG Era
Christian,11,156,97,57,2,2009,62.18,36.54,1.28,PG Era
Cody Rhodes,12,155,39,112,4,2009,25.16,72.26,2.58,PG Era
Primo,13,152,95,57,0,2009,62.5,37.5,0.0,PG Era
Mark Henry,14,150,73,76,1,2009,48.67,50.67,0.67,PG Era
Ted DiBiase,15,147,33,111,3,2009,22.45,75.51,2.04,PG Era
William Regal,16,141,31,109,1,2009,21.99,77.3,0.71,PG Era
Beth Phoenix,17,140,39,100,1,2009,27.86,71.43,0.71,PG Era
Melina,18,140,108,31,1,2009,77.14,22.14,0.71,PG Era
Dolph Ziggler,19,139,38,99,2,2009,27.34,71.22,1.44,PG Era
Rey Mysterio,20,138,98,39,1,2009,71.01,28.26,0.72,PG Era
Triple H,21,136,110,19,7,2009,80.88,13.97,5.15,PG Era
Carlito,22,131,77,54,0,2009,58.78,41.22,0.0,PG Era
Shelton Benjamin,23,126,47,79,0,2009,37.3,62.7,0.0,PG Era
Evan Bourne,24,124,83,41,0,2009,66.94,33.06,0.0,PG Era
Chavo Guerrero,25,123,9,114,0,2009,7.32,92.68,0.0,PG Era
Kane,26,120,54,64,2,2009,45.0,53.33,1.67,PG Era
Finlay,27,119,66,49,4,2009,55.46,41.18,3.36,PG Era
Mickie James,28,117,85,32,0,2009,72.65,27.35,0.0,PG Era
Matt Hardy,29,114,52,62,0,2009,45.61,54.39,0.0,PG Era
Tyson Kidd,30,108,33,75,0,2009,30.56,69.44,0.0,PG Era
Jeff Hardy,31,106,51,54,1,2009,48.11,50.94,0.94,PG Era
R-Truth,32,106,56,48,2,2009,52.83,45.28,1.89,PG Era
JTG,33,104,54,50,0,2009,51.92,48.08,0.0,PG Era
Tommy Dreamer,34,103,41,61,1,2009,39.81,59.22,0.97,PG Era
Edge,35,99,45,51,3,2009,45.45,51.52,3.03,PG Era
Goldust,36,99,43,55,1,2009,43.43,55.56,1.01,PG Era
Vladimir Kozlov,37,97,59,36,2,2009,60.82,37.11,2.06,PG Era
Santino Marella,38,95,36,58,1,2009,37.89,61.05,1.05,PG Era
Gail Kim,39,91,66,25,0,2009,72.53,27.47,0.0,PG Era
The Undertaker,40,91,81,8,2,2009,89.01,8.79,2.2,PG Era
Mike Knox,41,89,16,73,0,2009,17.98,82.02,0.0,PG Era
Michelle McCool,42,85,33,51,1,2009,38.82,60.0,1.18,PG Era
Ezekiel Jackson,43,83,25,57,1,2009,30.12,68.67,1.2,PG Era
The Great Khali,44,83,56,25,2,2009,67.47,30.12,2.41,PG Era
Sheamus,45,79,59,18,2,2009,74.68,22.78,2.53,PG Era
Maryse,46,78,36,42,0,2009,46.15,53.85,0.0,PG Era
Drew McIntyre,47,76,51,22,3,2009,67.11,28.95,3.95,PG Era
Kelly Kelly,48,76,40,35,1,2009,52.63,46.05,1.32,PG Era
Alicia Fox,49,75,17,58,0,2009,22.67,77.33,0.0,PG Era
David Hart Smith,50,75,29,46,0,2009,38.67,61.33,0.0,PG Era
Natalya,51,74,9,65,0,2009,12.16,87.84,0.0,PG Era
Jimmy Wang Yang,52,71,12,59,0,2009,16.9,83.1,0.0,PG Era
The Brian Kendrick,53,68,4,64,0,2009,5.88,94.12,0.0,PG Era
Batista,54,67,42,24,1,2009,62.69,35.82,1.49,PG Era
Eve Torres,55,62,45,16,1,2009,72.58,25.81,1.61,PG Era
Shawn Michaels,56,62,53,9,0,2009,85.48,14.52,0.0,PG Era
Layla,57,60,6,54,0,2009,10.0,90.0,0.0,PG Era
Chris Masters,58,59,24,34,1,2009,40.68,57.63,1.69,PG Era
Paul Burchill,59,56,12,44,0,2009,21.43,78.57,0.0,PG Era
Zack Ryder,60,56,15,41,0,2009,26.79,73.21,0.0,PG Era
Shad,61,55,23,32,0,2009,41.82,58.18,0.0,PG Era
Brie Bella,62,54,35,19,0,2009,64.81,35.19,0.0,PG Era
Nikki Bella,63,53,28,25,0,2009,52.83,47.17,0.0,PG Era
Rosa Mendes,64,53,7,46,0,2009,13.21,86.79,0.0,PG Era
Jamie Noble,65,50,10,40,0,2009,20.0,80.0,0.0,PG Era
Eric Escobar,66,47,6,41,0,2009,12.77,87.23,0.0,PG Era
Shad Gaspard,67,47,32,14,1,2009,68.09,29.79,2.13,PG Era
Maria,68,41,29,12,0,2009,70.73,29.27,0.0,PG Era
Kofi Kingston,1,190,103,85,2,2010,54.21,44.74,1.05,PG Era
Jack Swagger,2,187,49,135,3,2010,26.2,72.19,1.6,PG Era
Sheamus,3,184,52,117,15,2010,28.26,63.59,8.15,PG Era
The Miz,4,182,105,72,5,2010,57.69,39.56,2.75,PG Era
The Big Show,5,176,104,59,13,2010,59.09,33.52,7.39,PG Era
John Cena,6,174,129,27,18,2010,74.14,15.52,10.34,PG Era
Randy Orton,7,174,126,39,9,2010,72.41,22.41,5.17,PG Era
Drew McIntyre,8,172,79,79,14,2010,45.93,45.93,8.14,PG Era
Cody Rhodes,9,163,67,94,2,2010,41.1,57.67,1.23,PG Era
John Morrison,10,161,80,78,3,2010,49.69,48.45,1.86,PG Era
Kane,11,160,88,45,27,2010,55.0,28.12,16.88,PG Era
Montel Vontavious Porter,12,156,73,81,2,2010,46.79,51.92,1.28,PG Era
Ted DiBiase,13,155,33,121,1,2010,21.29,78.06,0.65,PG Era
Dolph Ziggler,14,154,68,84,2,2010,44.16,54.55,1.3,PG Era
Tyson Kidd,15,148,94,53,1,2010,63.51,35.81,0.68,PG Era
David Hart Smith,16,146,91,54,1,2010,62.33,36.99,0.68,PG Era
Rey Mysterio,17,142,107,29,6,2010,75.35,20.42,4.23,PG Era
Edge,18,136,81,41,14,2010,59.56,30.15,10.29,PG Era
Mark Henry,19,135,62,70,3,2010,45.93,51.85,2.22,PG Era
Alicia Fox,20,129,26,103,0,2010,20.16,79.84,0.0,PG Era
Layla,21,128,47,81,0,2010,36.72,63.28,0.0,PG Era
Chavo Guerrero,22,127,21,105,1,2010,16.54,82.68,0.79,PG Era
Evan Bourne,23,127,81,46,0,2010,63.78,36.22,0.0,PG Era
Maryse,24,127,21,106,0,2010,16.54,83.46,0.0,PG Era
Chris Masters,25,126,54,72,0,2010,42.86,57.14,0.0,PG Era
R-Truth,26,125,80,42,3,2010,64.0,33.6,2.4,PG Era
Christian,27,119,82,36,1,2010,68.91,30.25,0.84,PG Era
Zack Ryder,28,119,14,105,0,2010,11.76,88.24,0.0,PG Era
CM Punk,29,114,29,82,3,2010,25.44,71.93,2.63,PG Era
William Regal,30,113,17,96,0,2010,15.04,84.96,0.0,PG Era
Chris Jericho,31,111,33,74,4,2010,29.73,66.67,3.6,PG Era
Goldust,32,109,69,40,0,2010,63.3,36.7,0.0,PG Era
Wade Barrett,33,106,31,73,2,2010,29.25,68.87,1.89,PG Era
Eve Torres,34,100,66,34,0,2010,66.0,34.0,0.0,PG Era
Santino Marella,35,97,68,29,0,2010,70.1,29.9,0.0,PG Era
Kelly Kelly,36,92,47,45,0,2010,51.09,48.91,0.0,PG Era
Alberto Del Rio,37,91,50,38,3,2010,54.95,41.76,3.3,PG Era
Vladimir Kozlov,38,89,52,37,0,2010,58.43,41.57,0.0,PG Era
Matt Hardy,39,86,30,56,0,2010,34.88,65.12,0.0,PG Era
Primo,40,85,24,60,1,2010,28.24,70.59,1.18,PG Era
Luke Gallows,41,83,14,69,0,2010,16.87,83.13,0.0,PG Era
Yoshi Tatsu,42,82,52,30,0,2010,63.41,36.59,0.0,PG Era
Daniel Bryan,43,76,51,24,1,2010,67.11,31.58,1.32,PG Era
Gail Kim,44,76,54,22,0,2010,71.05,28.95,0.0,PG Era
Justin Gabriel,45,76,40,36,0,2010,52.63,47.37,0.0,PG Era
Tyler Reks,46,76,15,61,0,2010,19.74,80.26,0.0,PG Era
Michelle McCool,47,73,35,38,0,2010,47.95,52.05,0.0,PG Era
Heath Slater,48,72,33,39,0,2010,45.83,54.17,0.0,PG Era
JTG,49,70,32,36,2,2010,45.71,51.43,2.86,PG Era
Brie Bella,50,69,61,8,0,2010,88.41,11.59,0.0,PG Era
David Otunga,51,69,22,47,0,2010,31.88,68.12,0.0,PG Era
Nikki Bella,52,68,60,8,0,2010,88.24,11.76,0.0,PG Era
Ezekiel Jackson,53,66,38,27,1,2010,57.58,40.91,1.52,PG Era
Batista,54,60,4,52,4,2010,6.67,86.67,6.67,PG Era
Jey Uso,55,57,8,49,0,2010,14.04,85.96,0.0,PG Era
Beth Phoenix,56,56,34,22,0,2010,60.71,39.29,0.0,PG Era
Jimmy Uso,57,56,8,48,0,2010,14.29,85.71,0.0,PG Era
Natalya,58,56,40,15,1,2010,71.43,26.79,1.79,PG Era
Carlito,59,54,1,52,1,2010,1.85,96.3,1.85,PG Era
Jillian,60,54,3,51,0,2010,5.56,94.44,0.0,PG Era
Melina,61,51,38,13,0,2010,74.51,25.49,0.0,PG Era
Trent Barreta,62,50,10,40,0,2010,20.0,80.0,0.0,PG Era
The Undertaker,63,48,35,8,5,2010,72.92,16.67,10.42,PG Era
Alex Riley,64,44,10,34,0,2010,22.73,77.27,0.0,PG Era
Kaval,65,43,11,31,1,2010,25.58,72.09,2.33,PG Era
The Great Khali,66,42,30,11,1,2010,71.43,26.19,2.38,PG Era
Dos Caras,67,41,16,25,0,2010,39.02,60.98,0.0,PG Era
Randy Orton,1,211,151,53,7,2011,71.56,25.12,3.32,PG Era
John Cena,2,202,165,25,12,2011,81.68,12.38,5.94,PG Era
Alberto Del Rio,3,199,56,141,2,2011,28.14,70.85,1.01,PG Era
Kofi Kingston,4,195,126,69,0,2011,64.62,35.38,0.0,PG Era
Daniel Bryan,5,194,115,76,3,2011,59.28,39.18,1.55,PG Era
The Miz,6,194,47,144,3,2011,24.23,74.23,1.55,PG Era
Dolph Ziggler,7,187,74,109,4,2011,39.57,58.29,2.14,PG Era
CM Punk,8,186,72,104,10,2011,38.71,55.91,5.38,PG Era
Jack Swagger,9,172,50,122,0,2011,29.07,70.93,0.0,PG Era
Wade Barrett,10,171,44,123,4,2011,25.73,71.93,2.34,PG Era
Sheamus,11,169,103,62,4,2011,60.95,36.69,2.37,PG Era
Cody Rhodes,12,158,50,106,2,2011,31.65,67.09,1.27,PG Era
Mark Henry,13,156,65,87,4,2011,41.67,55.77,2.56,PG Era
Tyson Kidd,14,152,30,122,0,2011,19.74,80.26,0.0,PG Era
Zack Ryder,15,151,72,78,1,2011,47.68,51.66,0.66,PG Era
Ted DiBiase,16,148,41,107,0,2011,27.7,72.3,0.0,PG Era
R-Truth,17,147,52,94,1,2011,35.37,63.95,0.68,PG Era
Santino Marella,18,146,97,49,0,2011,66.44,33.56,0.0,PG Era
Justin Gabriel,19,143,55,88,0,2011,38.46,61.54,0.0,PG Era
Evan Bourne,20,142,95,47,0,2011,66.9,33.1,0.0,PG Era
Christian,21,138,55,80,3,2011,39.86,57.97,2.17,PG Era
Heath Slater,22,134,15,119,0,2011,11.19,88.81,0.0,PG Era
Beth Phoenix,23,126,97,28,1,2011,76.98,22.22,0.79,PG Era
Alex Riley,24,125,55,68,2,2011,44.0,54.4,1.6,PG Era
The Big Show,25,124,98,23,3,2011,79.03,18.55,2.42,PG Era
Drew McIntyre,26,123,25,97,1,2011,20.33,78.86,0.81,PG Era
Natalya,27,122,60,62,0,2011,49.18,50.82,0.0,PG Era
John Morrison,28,118,63,53,2,2011,53.39,44.92,1.69,PG Era
Eve Torres,29,117,71,45,1,2011,60.68,38.46,0.85,PG Era
Primo,30,117,26,91,0,2011,22.22,77.78,0.0,PG Era
Ezekiel Jackson,31,113,71,42,0,2011,62.83,37.17,0.0,PG Era
Curtis Axel,32,108,38,70,0,2011,35.19,64.81,0.0,PG Era
Kelly Kelly,33,104,83,19,2,2011,79.81,18.27,1.92,PG Era
Vladimir Kozlov,34,103,63,40,0,2011,61.17,38.83,0.0,PG Era
Alicia Fox,35,102,44,58,0,2011,43.14,56.86,0.0,PG Era
Rey Mysterio,36,98,74,23,1,2011,75.51,23.47,1.02,PG Era
Kane,37,97,58,39,0,2011,59.79,40.21,0.0,PG Era
David Otunga,38,96,31,65,0,2011,32.29,67.71,0.0,PG Era
Yoshi Tatsu,39,95,41,53,1,2011,43.16,55.79,1.05,PG Era
Chris Masters,40,93,45,48,0,2011,48.39,51.61,0.0,PG Era
Brie Bella,41,85,25,59,1,2011,29.41,69.41,1.18,PG Era
Jey Uso,42,85,23,62,0,2011,27.06,72.94,0.0,PG Era
Mason Ryan,43,85,56,29,0,2011,65.88,34.12,0.0,PG Era
Jimmy Uso,44,83,22,61,0,2011,26.51,73.49,0.0,PG Era
Trent Barreta,45,83,16,67,0,2011,19.28,80.72,0.0,PG Era
Jinder Mahal,46,81,33,48,0,2011,40.74,59.26,0.0,PG Era
Percy Watson,47,78,51,24,3,2011,65.38,30.77,3.85,PG Era
JTG,48,73,11,62,0,2011,15.07,84.93,0.0,PG Era
Brodus Clay,49,71,38,33,0,2011,53.52,46.48,0.0,PG Era
Sin Cara,50,71,61,10,0,2011,85.92,14.08,0.0,PG Era
Tyler Reks,51,67,15,52,0,2011,22.39,77.61,0.0,PG Era
Nikki Bella,52,65,8,56,1,2011,12.31,86.15,1.54,PG Era
AJ,53,62,44,18,0,2011,70.97,29.03,0.0,PG Era
Chavo Guerrero,54,57,16,40,1,2011,28.07,70.18,1.75,PG Era
Curt Hawkins,55,55,9,45,1,2011,16.36,81.82,1.82,PG Era
Layla,56,51,15,35,1,2011,29.41,68.63,1.96,PG Era
Tamina,57,50,13,37,0,2011,26.0,74.0,0.0,PG Era
Edge,58,48,46,2,0,2011,95.83,4.17,0.0,PG Era
Kaitlyn,59,46,21,25,0,2011,45.65,54.35,0.0,PG Era
The Great Khali,60,45,29,16,0,2011,64.44,35.56,0.0,PG Era
Johnny Curtis,61,44,12,32,0,2011,27.27,72.73,0.0,PG Era
Rosa Mendes,62,44,5,39,0,2011,11.36,88.64,0.0,PG Era
Sheamus,1,221,194,23,4,2012,87.78,10.41,1.81,PG Era
The Big Show,2,217,89,122,6,2012,41.01,56.22,2.76,PG Era
Daniel Bryan,3,214,90,116,8,2012,42.06,54.21,3.74,PG Era
Kofi Kingston,4,202,131,70,1,2012,64.85,34.65,0.5,PG Era
Kane,5,199,82,110,7,2012,41.21,55.28,3.52,PG Era
Dolph Ziggler,6,197,39,154,4,2012,19.8,78.17,2.03,PG Era
Santino Marella,7,188,134,54,0,2012,71.28,28.72,0.0,PG Era
John Cena,8,185,165,14,6,2012,89.19,7.57,3.24,PG Era
CM Punk,9,180,121,49,10,2012,67.22,27.22,5.56,PG Era
Cody Rhodes,10,175,54,121,0,2012,30.86,69.14,0.0,PG Era
Brodus Clay,11,164,152,11,1,2012,92.68,6.71,0.61,PG Era
Zack Ryder,12,163,81,80,2,2012,49.69,49.08,1.23,PG Era
The Miz,13,155,38,115,2,2012,24.52,74.19,1.29,PG Era
Primo,14,153,39,113,1,2012,25.49,73.86,0.65,PG Era
Epico,15,152,37,114,1,2012,24.34,75.0,0.66,PG Era
R-Truth,16,149,111,38,0,2012,74.5,25.5,0.0,PG Era
Alberto Del Rio,17,146,48,95,3,2012,32.88,65.07,2.05,PG Era
Jack Swagger,18,141,25,115,1,2012,17.73,81.56,0.71,PG Era
Jinder Mahal,19,138,45,92,1,2012,32.61,66.67,0.72,PG Era
Tyson Kidd,20,137,58,79,0,2012,42.34,57.66,0.0,PG Era
Ryback,21,129,122,5,2,2012,94.57,3.88,1.55,PG Era
Natalya,22,126,33,93,0,2012,26.19,73.81,0.0,PG Era
Randy Orton,23,125,94,27,4,2012,75.2,21.6,3.2,PG Era
Alex Riley,24,123,35,88,0,2012,28.46,71.54,0.0,PG Era
Justin Gabriel,25,120,56,64,0,2012,46.67,53.33,0.0,PG Era
Curtis Axel,26,120,35,85,0,2012,29.17,70.83,0.0,PG Era
Heath Slater,27,119,19,100,0,2012,15.97,84.03,0.0,PG Era
Layla,28,115,84,31,0,2012,73.04,26.96,0.0,PG Era
Antonio Cesaro,29,113,78,32,3,2012,69.03,28.32,2.65,PG Era
Darren Young,30,113,27,86,0,2012,23.89,76.11,0.0,PG Era
Titus O'Neil,31,113,28,85,0,2012,24.78,75.22,0.0,PG Era
Damien Sandow,32,110,51,59,0,2012,46.36,53.64,0.0,PG Era
Sin Cara,33,101,78,22,1,2012,77.23,21.78,0.99,PG Era
Eve Torres,34,98,58,40,0,2012,59.18,40.82,0.0,PG Era
Wade Barrett,35,98,50,48,0,2012,51.02,48.98,0.0,PG Era
David Otunga,36,97,23,74,0,2012,23.71,76.29,0.0,PG Era
Tensai,37,97,22,73,2,2012,22.68,75.26,2.06,PG Era
Jey Uso,38,95,59,36,0,2012,62.11,37.89,0.0,PG Era
Drew McIntyre,39,94,17,77,0,2012,18.09,81.91,0.0,PG Era
Jimmy Uso,40,94,59,35,0,2012,62.77,37.23,0.0,PG Era
Beth Phoenix,41,90,46,44,0,2012,51.11,48.89,0.0,PG Era
Great Khali,42,82,59,22,1,2012,71.95,26.83,1.22,PG Era
Hunico,43,81,27,54,0,2012,33.33,66.67,0.0,PG Era
Chris Jericho,44,78,31,44,3,2012,39.74,56.41,3.85,PG Era
Kaitlyn,45,73,40,33,0,2012,54.79,45.21,0.0,PG Era
Alicia Fox,46,68,32,36,0,2012,47.06,52.94,0.0,PG Era
Yoshi Tatsu,47,68,17,51,0,2012,25.0,75.0,0.0,PG Era
Ted DiBiase,48,62,28,34,0,2012,45.16,54.84,0.0,PG Era
Christian,49,58,36,22,0,2012,62.07,37.93,0.0,PG Era
Curt Hawkins,50,58,6,52,0,2012,10.34,89.66,0.0,PG Era
JTG,51,57,1,56,0,2012,1.75,98.25,0.0,PG Era
Dean Ambrose,52,53,26,27,0,2012,49.06,50.94,0.0,PG Era
Rey Mysterio,53,52,42,9,1,2012,80.77,17.31,1.92,PG Era
Ezekiel Jackson,54,48,13,35,0,2012,27.08,72.92,0.0,PG Era
Percy Watson,55,46,23,23,0,2012,50.0,50.0,0.0,PG Era
Kelly Kelly,56,45,19,26,0,2012,42.22,57.78,0.0,PG Era
Mark Henry,57,44,15,27,2,2012,34.09,61.36,4.55,PG Era
Johnny Curtis,58,43,10,33,0,2012,23.26,76.74,0.0,PG Era
Mason Ryan,59,42,15,27,0,2012,35.71,64.29,0.0,PG Era
Daniel Bryan,1,228,185,37,6,2013,81.14,16.23,2.63,Reality Era
Dean Ambrose,2,218,75,139,4,2013,34.4,63.76,1.83,Reality Era
Antonio Cesaro,3,216,84,131,1,2013,38.89,60.65,0.46,Reality Era
Seth Rollins,4,214,50,160,4,2013,23.36,74.77,1.87,Reality Era
Randy Orton,5,210,136,66,8,2013,64.76,31.43,3.81,Reality Era
Roman Reigns,6,204,49,150,5,2013,24.02,73.53,2.45,Reality Era
Ryback,7,202,111,88,3,2013,54.95,43.56,1.49,Reality Era
Damien Sandow,8,199,46,150,3,2013,23.12,75.38,1.51,Reality Era
Alberto Del Rio,9,192,126,62,4,2013,65.62,32.29,2.08,Reality Era
Dolph Ziggler,10,190,62,127,1,2013,32.63,66.84,0.53,Reality Era
Cody Rhodes,11,174,57,114,3,2013,32.76,65.52,1.72,Reality Era
Jack Swagger,12,164,58,104,2,2013,35.37,63.41,1.22,Reality Era
Kofi Kingston,13,159,73,82,4,2013,45.91,51.57,2.52,Reality Era
Zack Ryder,14,156,69,87,0,2013,44.23,55.77,0.0,Reality Era
Jey Uso,15,149,94,54,1,2013,63.09,36.24,0.67,Reality Era
Jimmy Uso,16,147,94,52,1,2013,63.95,35.37,0.68,Reality Era
The Miz,17,147,64,78,5,2013,43.54,53.06,3.4,Reality Era
Titus O'Neil,18,146,37,108,1,2013,25.34,73.97,0.68,Reality Era
Brodus Clay,19,145,100,44,1,2013,68.97,30.34,0.69,Reality Era
Heath Slater,20,143,5,137,1,2013,3.5,95.8,0.7,Reality Era
